X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_sin,month_cos,day_sin,day_cos,is_weekend,is_peak_season,distance_to_center,dynamic_seasonal_hotspot_distance,moderate_wind_danger,hot_and_dry,double_drought,ISI_x_DC
7,5,92.5,88.0,698.6,7.1,17.8,51,7.2,0,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,2.0,1.4142135623730951,0,0,1,4960.06
7,5,92.8,73.2,713.0,22.6,19.3,38,4.0,0,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,2.0,1.4142135623730951,1,0,1,16113.8
6,5,63.5,70.8,665.3,0.8,17.0,72,6.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,0,0,0,532.24
6,5,90.9,126.5,686.5,7.0,21.3,42,2.2,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,1.0,2.23606797749979,0,0,1,4805.5
6,5,92.9,133.3,699.6,9.2,26.4,21,4.5,0,0.0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,2.23606797749979,1,1,1,6436.32
6,5,93.3,141.2,713.9,13.9,22.9,44,5.4,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.23606797749979,1,0,1,9923.21
5,5,91.7,35.8,80.8,7.8,15.1,27,5.4,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,0.0,1.0,1,0,0,630.24
8,5,84.9,32.8,664.2,3.0,16.7,47,4.9,0,0.0,-0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,3.0,2.0,1,0,0,1992.6
6,4,89.2,27.9,70.8,6.3,15.9,35,4.0,0,0.0,1.0,6.123233995736766e-17,0.4338837391175582,-0.900968867902419,0,1,1.4142135623730951,1.0,1,0,0,446.04
6,4,86.3,27.4,97.1,5.1,9.3,44,4.5,0,0.0,0.8660254037844387,-0.4999999999999998,-0.7818314824680299,0.6234898018587334,1,0,1.4142135623730951,1.0,1,0,0,495.2099999999999
6,4,91.0,129.5,692.6,7.0,18.3,40,2.7,0,0.0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,1.4142135623730951,2.8284271247461903,0,0,1,4848.2
5,4,91.8,78.5,724.3,9.2,19.1,38,2.7,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,1.0,3.605551275463989,0,0,1,6663.56
7,4,94.3,96.3,200.0,56.1,21.0,44,4.5,0,0.0,1.2246467991473532e-16,-1.0,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,2.23606797749979,1,0,0,11220.0
7,4,90.2,110.9,537.4,6.2,19.5,43,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.23606797749979,1,0,1,3331.88
7,4,93.5,139.4,594.2,20.3,23.7,32,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,2.23606797749979,1,1,1,12062.260000000002
7,4,91.4,142.4,601.4,10.6,16.3,60,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,2.23606797749979,1,0,1,6374.839999999999
7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,2.23606797749979,1,0,1,8149.599999999999
7,4,90.9,126.5,686.5,7.0,19.4,48,1.3,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,2.23606797749979,0,0,1,4805.5
6,3,93.4,145.4,721.4,8.1,30.2,24,2.7,0,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.605551275463989,0,1,1,5843.339999999999
6,3,93.5,149.3,728.6,8.1,22.8,39,3.6,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,3.605551275463989,1,1,1,5901.66
6,3,94.3,85.1,692.3,15.9,25.4,24,3.6,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.605551275463989,1,1,1,11007.57
6,3,88.6,91.8,709.9,7.1,11.2,78,7.6,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,3.605551275463989,0,0,1,5040.29
6,3,88.6,69.7,706.8,5.8,20.6,37,1.8,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.605551275463989,0,1,1,4099.44
6,3,91.7,75.6,718.3,7.8,17.7,39,3.6,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,3.605551275463989,1,0,1,5602.74
6,3,91.8,78.5,724.3,9.2,21.2,32,2.7,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,3.605551275463989,0,1,1,6663.56
6,3,90.3,80.7,730.2,6.3,18.2,62,4.5,0,0.0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,3.605551275463989,1,0,1,4600.26
6,3,90.6,35.4,669.1,6.7,21.7,24,4.5,0,0.0,-0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.2225209339563143,0,0,2.23606797749979,2.0,1,1,1,4482.97
7,4,90.0,41.5,682.6,8.7,11.3,60,5.4,0,0.0,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,2.23606797749979,1.4142135623730951,1,0,1,5938.62
7,3,90.6,43.7,686.9,6.7,17.8,27,4.0,0,0.0,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,2.8284271247461903,2.23606797749979,1,0,1,4602.23
4,4,88.1,25.7,67.6,3.8,14.1,43,2.7,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1,1.4142135623730951,2.23606797749979,0,0,0,256.87999999999994
4,4,79.5,60.6,366.7,1.5,23.3,37,3.1,0,0.0,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.2225209339563143,0,0,1.4142135623730951,4.47213595499958,0,1,0,550.05
4,4,90.2,96.9,624.2,8.9,18.4,42,6.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,4.47213595499958,0,0,1,5555.380000000001
4,4,94.8,108.3,647.1,17.0,16.6,54,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,1.4142135623730951,4.47213595499958,1,0,1,11000.7
4,4,92.5,88.0,698.6,7.1,19.6,48,2.7,0,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.4142135623730951,4.47213595499958,0,0,1,4960.06
4,4,90.1,82.9,735.7,6.2,12.9,74,4.9,0,0.0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.4142135623730951,4.47213595499958,1,0,1,4561.34
5,6,94.3,85.1,692.3,15.9,25.9,24,4.0,0,0.0,-1.0,-1.8369701987210294e-16,0.4338837391175582,-0.900968867902419,0,1,1.0,3.0,1,1,1,11007.57
5,6,90.9,126.5,686.5,7.0,14.7,70,3.6,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,1.0,3.0,1,0,1,4805.5
6,6,94.2,62.3,442.9,11.0,23.0,36,3.1,0,0.0,-0.4999999999999997,-0.8660254037844388,0.7818314824680298,0.6234898018587336,0,0,1.4142135623730951,2.0,0,1,0,4871.9
4,4,87.2,23.9,64.7,4.1,11.8,35,1.8,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.23606797749979,0,0,0,265.27
4,4,87.6,52.2,103.8,5.0,11.0,46,5.8,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.23606797749979,1,0,0,519.0
4,4,92.9,137.0,706.4,9.2,20.8,17,1.3,0,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.4142135623730951,4.47213595499958,0,1,1,6498.879999999999
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.0,0,1,1,3976.56
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,5.0,1,0,1,6279.36
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,2.23606797749979,5.0,1,0,1,6279.36
4,3,91.7,114.3,661.3,6.3,17.6,45,3.6,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,5.0,1,0,1,4166.19
4,3,92.9,137.0,706.4,9.2,27.7,24,2.2,0,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,5.0,0,1,1,6498.879999999999
4,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0,0.0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.0,1,0,1,4600.26
4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,2.8284271247461903,0,0,1,6087.84
2,2,84.0,9.3,34.0,2.1,13.9,40,5.4,0,0.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,4.242640687119285,5.0,1,0,0,71.4
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,4.242640687119285,5.0,0,0,0,227.9
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,4.242640687119285,5.0,1,0,0,981.12
2,2,89.3,51.3,102.2,9.6,5.5,59,6.3,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,4.242640687119285,5.0,0,0,0,981.12
2,2,93.0,75.3,466.6,7.7,18.8,35,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,4.242640687119285,7.211102550927978,1,0,0,3592.82
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,4.242640687119285,7.211102550927978,0,1,1,3976.56
2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,4.242640687119285,7.211102550927978,0,1,1,3705.04
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,4.242640687119285,7.211102550927978,1,0,1,4166.19
2,2,92.4,117.9,668.0,12.2,23.0,37,4.5,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,4.242640687119285,7.211102550927978,1,1,1,8149.599999999999
2,2,92.4,117.9,668.0,12.2,19.6,33,5.4,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,4.242640687119285,7.211102550927978,1,0,1,8149.599999999999
2,2,92.4,117.9,668.0,12.2,19.6,33,6.3,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,4.242640687119285,7.211102550927978,0,0,1,8149.599999999999
4,5,91.7,33.3,77.5,9.0,17.2,26,4.5,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.0,1,0,0,697.5
4,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.0,0,0,0,1222.5
4,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,4.123105625617661,1,0,1,11007.57
5,4,91.7,33.3,77.5,9.0,15.6,25,6.3,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,1.4142135623730951,0,0,0,697.5
5,4,88.8,147.3,614.5,9.0,17.3,43,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,1.0,3.605551275463989,1,0,1,5530.5
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,1.0,3.605551275463989,0,1,1,9923.21
9,9,84.2,6.8,26.6,7.7,6.7,79,3.1,0,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,5.656854249492381,5.0,0,0,0,204.82
9,9,86.6,13.2,43.0,5.3,15.7,43,3.1,0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,5.656854249492381,5.0,0,0,0,227.9
1,3,87.6,52.2,103.8,5.0,8.3,72,3.1,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,4.47213595499958,5.385164807134504,0,0,0,519.0
1,2,90.1,108.0,529.8,12.5,14.7,66,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,5.0,8.06225774829855,0,0,1,6622.499999999999
1,2,91.0,121.2,561.6,7.0,21.6,19,6.7,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,5.0,8.06225774829855,0,1,1,3931.2
1,2,91.4,142.4,601.4,10.6,19.5,39,6.3,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,5.0,8.06225774829855,0,0,1,6374.839999999999
1,2,90.2,99.6,631.2,6.3,17.9,44,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,5.0,8.06225774829855,0,0,1,3976.56
1,2,94.8,108.3,647.1,17.0,18.6,51,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,5.0,8.06225774829855,1,0,1,11000.7
1,2,92.1,111.2,654.1,9.6,16.6,47,0.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.4338837391175582,-0.900968867902419,0,1,5.0,8.06225774829855,0,0,1,6279.36
1,2,91.7,114.3,661.3,6.3,20.2,45,3.6,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,5.0,8.06225774829855,1,0,1,4166.19
1,2,92.9,137.0,706.4,9.2,21.5,15,0.9,0,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,5.0,8.06225774829855,0,1,1,6498.879999999999
1,2,92.9,137.0,706.4,9.2,25.4,27,2.2,0,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,5.0,8.06225774829855,0,1,1,6498.879999999999
1,2,92.9,137.0,706.4,9.2,22.4,34,2.2,0,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,5.0,8.06225774829855,0,1,1,6498.879999999999
1,2,93.5,149.3,728.6,8.1,25.3,36,3.6,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,5.0,8.06225774829855,1,1,1,5901.66
6,5,91.7,35.8,80.8,7.8,17.4,25,4.9,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,1.0,0.0,1,0,0,630.24
6,5,90.2,96.9,624.2,8.9,14.7,59,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,1.0,2.23606797749979,1,0,1,5555.380000000001
8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,3.1622776601683795,2.23606797749979,1,0,0,630.24
8,6,92.3,85.3,488.0,14.7,20.8,32,6.3,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,0.0,0,1,0,7173.599999999999
8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,3.1622776601683795,0.0,1,0,1,6374.839999999999
8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,3.1622776601683795,0.0,0,1,1,3705.04
4,4,89.7,90.0,704.4,4.8,17.8,64,1.3,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,4.47213595499958,0,0,1,3381.12
3,4,83.9,8.0,30.2,2.6,12.7,48,1.8,0,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,2.23606797749979,3.1622776601683795,0,0,0,78.52
3,4,69.0,2.4,15.5,0.7,17.4,24,5.4,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.1622776601683795,1,0,0,10.85
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,0,1,6374.839999999999
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,0,1,6374.839999999999
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,0,1,6374.839999999999
3,4,88.8,147.3,614.5,9.0,14.4,66,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.385164807134504,1,0,1,5530.5
2,4,94.8,108.3,647.1,17.0,20.1,40,4.0,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.2225209339563143,0,1,3.1622776601683795,6.324555320336759,1,1,1,11000.7
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,0,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,3.1622776601683795,6.324555320336759,1,1,1,5799.839999999999
2,4,82.1,3.7,9.3,2.9,5.3,78,3.1,0,0.0,0.4999999999999999,0.8660254037844387,-0.7818314824680299,0.6234898018587334,1,0,3.1622776601683795,4.123105625617661,0,0,0,26.97
4,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.0,2.0,0,0,0,160.43999999999997
4,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,1,1.0,2.0,0,0,0,557.25
4,5,90.2,99.6,631.2,6.3,21.4,33,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,1.0,4.123105625617661,0,1,1,3976.56
4,5,92.5,88.0,698.6,7.1,20.3,45,3.1,0,0.0,-1.0,-1.8369701987210294e-16,-0.7818314824680299,0.6234898018587334,1,1,1.0,4.123105625617661,0,0,1,4960.06
4,5,88.6,91.8,709.9,7.1,17.4,56,5.4,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,1.0,4.123105625617661,1,0,1,5040.29
4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,1.4142135623730951,2.23606797749979,1,0,0,160.43999999999997
3,4,91.7,33.3,77.5,9.0,18.8,18,4.5,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,3.1622776601683795,1,0,0,697.5
3,4,89.7,90.0,704.4,4.8,22.8,39,3.6,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,1,1,3381.12
3,4,91.8,78.5,724.3,9.2,18.9,35,2.7,0,0.0,-1.0,-1.8369701987210294e-16,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.385164807134504,0,0,1,6663.56
3,4,88.1,25.7,67.6,3.8,15.8,27,7.6,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,3.1622776601683795,0,0,0,256.87999999999994
3,5,88.1,25.7,67.6,3.8,15.5,27,6.3,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.2225209339563143,0,1,2.0,3.0,0,0,0,256.87999999999994
3,4,91.7,35.8,80.8,7.8,11.6,30,6.3,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.1622776601683795,0,0,0,630.24
3,4,91.7,35.8,80.8,7.8,15.2,27,4.9,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,1,2.23606797749979,3.1622776601683795,1,0,0,630.24
3,4,90.1,39.7,86.6,6.2,10.6,30,4.0,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,3.1622776601683795,1,0,0,536.92
3,4,93.0,75.3,466.6,7.7,19.6,36,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,2.23606797749979,5.385164807134504,0,0,0,3592.82
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.385164807134504,0,0,1,6507.74
3,4,91.5,145.4,608.2,10.7,17.1,43,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,2.23606797749979,5.385164807134504,1,0,1,6507.74
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0,0.0,-1.0,-1.8369701987210294e-16,-2.4492935982947064e-16,1.0,1,1,2.23606797749979,5.385164807134504,1,0,1,5785.950000000001
3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,0,0.0,-1.0,-1.8369701987210294e-16,0.9749279121818236,-0.2225209339563143,0,1,2.23606797749979,5.385164807134504,0,0,0,2150.08
3,4,94.3,85.1,692.3,15.9,19.8,50,5.4,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.23606797749979,5.385164807134504,1,0,1,11007.57
3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,2.23606797749979,3.1622776601683795,1,1,1,6087.84
3,5,87.6,52.2,103.8,5.0,9.0,49,2.2,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,2.0,3.0,0,0,0,519.0
3,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0,0.0,-1.0,-1.8369701987210294e-16,-0.9749279121818236,-0.2225209339563146,0,1,2.0,5.0990195135927845,0,0,1,5901.66
3,5,91.4,37.9,673.8,5.2,15.9,46,3.6,0,0.0,-0.8660254037844386,0.5000000000000001,0.4338837391175582,-0.900968867902419,0,0,2.0,3.0,1,0,1,3503.76
2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,3.0,4.0,0,0,1,6087.84
4,6,68.2,21.5,87.2,0.8,15.4,40,2.7,0,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,1.4142135623730951,2.23606797749979,0,0,0,69.76
4,6,87.2,23.9,64.7,4.1,14.0,39,3.1,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,1,1.4142135623730951,2.23606797749979,0,0,0,265.27
4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,1,1.4142135623730951,2.23606797749979,1,0,0,981.12
4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0,0.0,-1.0,-1.8369701987210294e-16,-0.433883739117558,-0.9009688679024191,0,1,1.4142135623730951,4.0,0,0,1,12265.08
