X,Y,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,month_sin,month_cos,day_sin,day_cos,is_weekend,is_peak_season,hot_and_dry,moderate_wind_danger,ISI_x_DC,double_drought
4,3,90.2,99.6,631.2,6.3,21.5,34,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,3976.5600000000004,0
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,6279.36,1
4,3,92.1,111.2,654.1,9.6,20.4,42,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,6279.36,1
4,3,91.7,114.3,661.3,6.3,17.6,45,3.6,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,4166.19,1
4,3,92.9,137.0,706.4,9.2,27.7,24,2.2,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,1,1,6498.879999999999,1
4,3,90.3,80.7,730.2,6.3,17.8,63,4.9,0,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4600.26,0
4,3,92.6,46.5,691.8,8.8,13.8,50,2.7,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,0,1,6087.84,0
2,2,84.0,9.3,34.0,2.1,13.9,40,5.4,0,0.0,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336,0,0,0,1,71.4,0
2,2,86.6,13.2,43.0,5.3,12.3,51,0.9,0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,0,227.9,0
2,2,89.3,51.3,102.2,9.6,11.5,39,5.8,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,1,981.12,0
2,2,89.3,51.3,102.2,9.6,5.5,59,6.3,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,0,981.12,0
2,2,93.0,75.3,466.6,7.7,18.8,35,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,3592.82,0
2,2,90.2,99.6,631.2,6.3,20.8,33,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,3976.5600000000004,0
2,2,91.1,103.2,638.8,5.8,23.1,31,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,0,1,3705.0399999999995,1
2,2,91.7,114.3,661.3,6.3,18.6,44,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,4166.19,1
2,2,92.4,117.9,668.0,12.2,19.6,33,5.4,0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,8149.599999999999,1
2,2,92.4,117.9,668.0,12.2,19.6,33,6.3,0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,0,8149.599999999999,1
4,5,91.7,33.3,77.5,9.0,17.2,26,4.5,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,1,697.5,0
4,5,91.2,48.3,97.8,12.5,15.8,27,7.6,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,1222.5,0
4,5,94.3,85.1,692.3,15.9,17.7,37,3.6,0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,11007.57,0
5,4,91.7,33.3,77.5,9.0,15.6,25,6.3,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,697.5,0
5,4,88.8,147.3,614.5,9.0,17.3,43,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,5530.5,1
5,4,93.3,141.2,713.9,13.9,27.6,30,1.3,0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,1,0,9923.21,1
9,9,84.2,6.8,26.6,7.7,6.7,79,3.1,0,0.0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,0,0,0,1,204.82000000000002,0
9,9,86.6,13.2,43.0,5.3,15.7,43,3.1,0,0.0,0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146,0,0,0,1,227.9,0
1,3,87.6,52.2,103.8,5.0,8.3,72,3.1,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,519.0,0
1,2,90.1,108.0,529.8,12.5,14.7,66,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,1,6622.499999999999,1
1,2,91.0,121.2,561.6,7.0,21.6,19,6.7,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,0,3931.2000000000003,1
1,2,91.4,142.4,601.4,10.6,19.5,39,6.3,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,0,6374.839999999999,1
1,2,90.2,99.6,631.2,6.3,17.9,44,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,3976.5600000000004,0
1,2,94.8,108.3,647.1,17.0,18.6,51,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,11000.7,1
1,2,92.1,111.2,654.1,9.6,16.6,47,0.9,0,0.0,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,0,6279.36,1
1,2,91.7,114.3,661.3,6.3,20.2,45,3.6,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,4166.19,1
1,2,92.9,137.0,706.4,9.2,21.5,15,0.9,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,0,6498.879999999999,1
1,2,92.9,137.0,706.4,9.2,22.4,34,2.2,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,1,6498.879999999999,1
1,2,93.5,149.3,728.6,8.1,25.3,36,3.6,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,1,1,5901.66,1
6,5,91.7,35.8,80.8,7.8,17.4,25,4.9,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,1,630.24,0
6,5,90.2,96.9,624.2,8.9,14.7,59,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,5555.380000000001,0
8,6,91.7,35.8,80.8,7.8,17.4,24,5.4,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,1,630.24,0
8,6,92.3,85.3,488.0,14.7,20.8,32,6.3,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,0,7173.599999999999,0
8,6,91.4,142.4,601.4,10.6,18.2,43,4.9,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,6374.839999999999,1
8,6,91.1,103.2,638.8,5.8,23.4,22,2.7,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,0,1,3705.0399999999995,1
4,4,89.7,90.0,704.4,4.8,17.8,64,1.3,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,3381.12,0
3,4,83.9,8.0,30.2,2.6,12.7,48,1.8,0,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,0,0,78.52,0
3,4,69.0,2.4,15.5,0.7,17.4,24,5.4,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,1,10.85,0
3,4,91.4,142.4,601.4,10.6,11.6,87,4.5,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,6374.839999999999,1
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,6374.839999999999,1
3,4,91.4,142.4,601.4,10.6,19.8,39,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,6374.839999999999,1
3,4,88.8,147.3,614.5,9.0,14.4,66,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,5530.5,1
2,4,94.8,108.3,647.1,17.0,20.1,40,4.0,0,0.0,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,1,11000.7,1
2,4,92.5,121.1,674.4,8.6,24.1,29,4.5,0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,1,5799.839999999999,1
4,5,85.9,19.5,57.3,2.8,12.7,52,6.3,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,0,160.43999999999997,0
4,5,91.4,30.7,74.3,7.5,18.2,29,3.1,0,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,0,1,557.25,0
4,5,90.2,99.6,631.2,6.3,21.4,33,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,1,3976.5600000000004,0
4,5,92.5,88.0,698.6,7.1,20.3,45,3.1,0,0.0,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,0,1,4960.0599999999995,0
4,5,88.6,91.8,709.9,7.1,17.4,56,5.4,0,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,1,5040.29,0
4,4,85.9,19.5,57.3,2.8,13.7,43,5.8,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,1,160.43999999999997,0
3,4,91.7,33.3,77.5,9.0,18.8,18,4.5,0,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,0,0,1,697.5,0
3,4,89.7,90.0,704.4,4.8,22.8,39,3.6,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,3381.12,0
3,4,91.8,78.5,724.3,9.2,18.9,35,2.7,0,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,1,6663.5599999999995,0
3,4,88.1,25.7,67.6,3.8,15.8,27,7.6,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,256.87999999999994,0
3,5,88.1,25.7,67.6,3.8,15.5,27,6.3,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,0,256.87999999999994,0
3,4,91.7,35.8,80.8,7.8,11.6,30,6.3,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,0,630.24,0
3,4,91.7,35.8,80.8,7.8,15.2,27,4.9,0,0.0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334,1,0,0,1,630.24,0
3,4,90.1,39.7,86.6,6.2,10.6,30,4.0,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,536.92,0
3,4,93.0,75.3,466.6,7.7,19.6,36,3.1,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,3592.82,0
3,4,91.5,145.4,608.2,10.7,10.3,74,2.2,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,0,1,6507.74,1
3,4,91.5,145.4,608.2,10.7,17.1,43,5.4,0,0.0,-0.8660254037844385,-0.5000000000000004,0.7818314824680298,0.6234898018587336,0,1,0,1,6507.74,1
3,4,92.4,124.1,680.7,8.5,22.5,42,5.4,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,1,5785.950000000001,1
3,4,84.4,73.4,671.9,3.2,17.9,45,3.1,0,0.0,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,2150.08,0
3,4,94.3,85.1,692.3,15.9,19.8,50,5.4,0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,11007.57,0
3,4,92.6,46.5,691.8,8.8,20.6,24,5.4,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,0,1,6087.84,0
3,5,87.6,52.2,103.8,5.0,9.0,49,2.2,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,519.0,0
3,5,93.5,149.3,728.6,8.1,17.2,43,3.1,0,0.0,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,5901.66,1
3,5,91.4,37.9,673.8,5.2,15.9,46,3.6,0,0.0,-0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419,0,0,0,1,3503.7599999999998,0
2,5,92.6,46.5,691.8,8.8,15.4,35,0.9,0,0.0,-0.8660254037844386,0.5000000000000001,-2.4492935982947064e-16,1.0,1,0,0,0,6087.84,0
4,6,68.2,21.5,87.2,0.8,15.4,40,2.7,0,0.0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334,1,0,0,1,69.76,0
4,6,87.2,23.9,64.7,4.1,14.0,39,3.1,0,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,265.27,0
4,6,89.3,51.3,102.2,9.6,10.6,46,4.9,0,0.0,1.0,6.123233995736766e-17,-2.4492935982947064e-16,1.0,1,0,0,1,981.12,0
4,6,93.7,80.9,685.2,17.9,17.6,42,3.1,0,0.0,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,1,12265.08,0
3,5,88.1,25.7,67.6,3.8,14.9,38,2.7,0,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,0,1,256.87999999999994,0
3,5,93.5,139.4,594.2,20.3,17.6,52,5.8,0,0.0,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334,1,1,0,1,12062.260000000002,1
3,6,92.4,124.1,680.7,8.5,17.2,58,1.3,0,0.0,-1.0,-1.8369701987210297e-16,-2.4492935982947064e-16,1.0,1,1,0,0,5785.950000000001,1
3,6,90.9,126.5,686.5,7.0,15.6,66,3.1,0,0.0,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,1,4805.5,1
9,9,85.8,48.3,313.4,3.9,18.0,42,2.7,0,1.3718734232835912,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434,0,0,0,1,1222.26,0
1,4,91.0,129.5,692.6,7.0,21.7,38,2.2,0,1.4879176110549965,-1.0,-1.8369701987210297e-16,0.9749279121818236,-0.22252093395631434,0,1,0,1,4848.2,1
2,5,90.9,126.5,686.5,7.0,21.9,39,1.8,0,1.5496460764328734,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336,0,1,0,0,4805.5,1
1,2,95.5,99.9,513.3,13.2,23.3,31,4.5,0,1.665058701126251,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,6775.559999999999,0
8,6,90.1,108.0,529.8,12.5,21.2,51,8.9,0,1.7457398856331305,-0.8660254037844385,-0.5000000000000004,-0.9749279121818236,-0.2225209339563146,0,1,0,0,6622.499999999999,1
1,2,90.0,51.3,296.3,8.7,16.6,53,5.4,0,1.871151126038377,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,1,2577.81,0
2,5,95.5,99.9,513.3,13.2,23.8,32,5.4,0,1.9418248802963836,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,6775.559999999999,0
6,5,95.2,131.7,578.8,10.4,27.4,22,4.0,0,2.085319607417149,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,1,1,6019.5199999999995,1
5,4,90.1,39.7,86.6,6.2,13.2,40,5.4,0,2.137487026962011,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,536.92,0
2,2,94.8,108.3,647.1,17.0,17.4,43,6.7,0,2.256899323355114,-0.8660254037844385,-0.5000000000000004,0.9749279121818236,-0.22252093395631434,0,1,0,0,11000.7,1
8,6,93.7,80.9,685.2,17.9,23.7,25,4.5,0,2.304498534556948,-1.0,-1.8369701987210297e-16,-0.433883739117558,-0.9009688679024191,0,1,0,1,12265.08,0
6,5,92.5,56.4,433.3,7.1,23.2,39,5.4,0,2.369238390881553,1.2246467991473532e-16,-1.0,-0.9749279121818236,-0.2225209339563146,0,0,0,1,3076.43,0
9,9,90.1,68.6,355.2,7.2,24.8,29,2.2,0,2.518320965365726,-0.4999999999999997,-0.8660254037844388,-2.4492935982947064e-16,1.0,1,0,0,1,2557.44,0
3,4,90.1,51.2,424.1,6.2,24.6,43,1.8,0,2.5767505003672446,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334,1,0,0,0,2629.42,0
1,5,93.4,145.4,721.4,8.1,29.6,27,2.7,0,2.6013156576438003,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,1,1,5843.339999999999,1
7,4,94.8,108.3,647.1,17.0,16.4,47,1.3,0,2.681277361518893,-0.8660254037844385,-0.5000000000000004,-2.4492935982947064e-16,1.0,1,1,0,0,11000.7,1
2,4,93.4,145.4,721.4,8.1,28.6,27,2.2,0,2.720214963515233,-1.0,-1.8369701987210297e-16,-0.7818314824680299,0.6234898018587334,1,1,1,1,5843.339999999999,1
2,2,92.1,111.2,654.1,9.6,18.4,45,3.6,0,2.7356059215361235,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,6279.36,1
2,4,92.1,111.2,654.1,9.6,20.5,35,4.0,0,2.7432629528842014,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419,0,1,0,1,6279.36,1
7,4,92.4,117.9,668.0,12.2,19.0,34,5.8,0,2.78117312419415,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146,0,1,0,1,8149.599999999999,1
7,4,90.1,39.7,86.6,6.2,16.1,29,3.1,0,2.8258700604329556,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,0,1,536.92,0
6,4,95.2,131.7,578.8,10.4,20.3,41,4.0,0,2.9340951639200985,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191,0,1,0,1,6019.5199999999995,1
